requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,x_value
11053,604745H,2018-07-05 11:00:00,51198,1.0,-1.0,0,51198,11,0.900707986739543
11051,604771H,2018-07-05 18:00:00,50268,1.0,0.27944372483425334,0,50240,11,0.009345133151506514
11048,604904H,2018-07-05 19:00:00,50268,2.0,0.18025846694625314,1,51198,12,1.01049842772673
11036,604897H,2018-07-05 12:00:00,51200,2.0,-1.0,0,51200,12,2.310964498963405
11046,604749H,2018-07-05 12:00:00,51199,2.0,-1.0,0,51199,12,-5.5910431426534
11041,603906,2018-07-05 12:00:00,50841,1.0,-1.0,0,50841,12,-1.4024742626175821
11039,604775H,2018-07-05 15:00:00,50263,1.0,-1.0,0,50263,12,-10.593173695365332
11054,604902H,2018-07-05 14:00:00,50268,2.0,0.18728939634568165,0,50261,11,1.3630974924519905
11035,604832H,2018-07-05 12:00:00,50267,1.0,-1.0,0,50267,12,-10.250393279138448
11047,605642,2018-07-05 18:00:00,50911,2.0,-1.0,0,50911,12,-4.64285840910304
11057,516399,2018-07-05 11:00:00,50909,1.0,-1.0,0,50909,11,-2.1258325328626504
11076,604752H,2018-07-05 10:00:00,51199,2.0,-1.0,0,51199,10,-3.466446748445108
11061,604726H,2018-07-05 11:00:00,51200,1.0,-1.0,0,51200,11,-3.466446748445108
11072,606941,2018-07-05 20:00:00,50911,2.0,-1.0,0,50911,10,-0.022285720363694594
11074,604733H,2018-07-05 10:00:00,51200,2.0,-1.0,0,51200,10,4.62192899792681
11077,604733H,2018-07-05 10:00:00,51200,2.0,-1.0,0,51200,10,4.62192899792681
11080,604799H,2018-07-05 13:00:00,51199,2.0,-1.0,0,51199,10,6.904115678076092
11081,601555,2018-07-05 10:00:00,50268,2.0,0.20023619160915332,1,50911,9,-0.10153999130191264
11082,604749H,2018-07-05 09:00:00,51198,2.0,-1.0,0,51198,9,-5.5910431426534
11084,601085,2018-07-05 21:00:00,50349,2.0,-1.0,0,50349,9,3.624138392897945
11086,604750H,2018-07-05 09:00:00,50230,3.0,-1.0,0,50230,9,0.738671255572769
11033,604761H,2018-07-05 21:00:00,50349,1.0,-1.0,0,50349,13,-5.656403288803928
11087,604802H,2018-07-05 09:00:00,50269,1.0,-1.0,0,50269,9,-10.400275773023253
11060,603522H,2018-07-05 20:00:00,50911,2.0,-1.0,0,50911,11,-0.001093500472022322
11025,607507,2018-07-05 21:00:00,50911,2.0,-1.0,0,50911,13,-1.8571433636412191
10970,607856,2018-07-05 12:00:00,50268,2.0,0.3303565982266841,4,50911,16,0.22880301007357354
11013,604802H,2018-07-05 14:00:00,50269,1.0,-1.0,0,50269,14,-10.400275773023253
11090,604804H,2018-07-05 12:00:00,50230,2.0,-1.0,0,50230,9,-0.738671255572769
11104,604899H,2018-07-05 07:00:00,50338,2.0,-1.0,0,50338,7,1.6277065245136872e-05
10912,605432,2018-07-05 00:00:00,50911,3.0,-1.0,0,50911,22,2.3458653014415383
10924,604800H,2018-07-05 21:00:00,50911,3.0,-1.0,0,50911,21,-0.8341417553919452
10930,607263,2018-07-05 14:00:00,50338,3.0,0.28795113639344694,7,50911,20,0.1226601617122268
10933,601897,2018-07-05 21:00:00,50349,2.0,-1.0,0,50349,20,-2.217708200315152
10936,600963,2018-07-05 22:00:00,50911,2.0,-1.0,0,50911,20,19.534749294685124
10940,607263,2018-07-05 14:00:00,51087,2.0,0.2793323446275724,5,50911,19,0.49574298332757066
10944,601535,2018-07-05 21:00:00,50692,2.0,-1.0,0,50692,18,-5.004850532351672
10949,604732H,2018-07-05 18:00:00,50268,1.0,-1.0,0,50268,18,-0.5723010369220763
10958,607795,2018-07-05 21:00:00,50349,3.0,-1.0,0,50349,17,0.3670491094900104
11023,604748H,2018-07-05 21:00:00,51087,2.0,-1.0,0,51087,13,-0.018601034662548147
10966,604902H,2018-07-05 16:00:00,50261,3.0,-1.0,0,50261,16,-2.044646238677986
10968,603902,2018-07-05 16:00:00,50269,3.0,-1.0,0,50269,16,0.7074142561418243
10976,604771H,2018-07-05 16:00:00,50268,2.0,0.2576967476902202,0,50240,16,0.006675095108218939
10977,605079H,2018-07-05 16:00:00,50692,1.0,-1.0,0,50692,16,-3.21065883207466
10989,604738H,2018-07-05 15:00:00,50268,1.0,-1.0,0,50268,15,0.0025212776841179
10993,604732H,2018-07-05 15:00:00,50268,2.0,-1.0,0,50268,15,-0.5723010369220763
10994,604726H,2018-07-05 15:00:00,51199,2.0,-1.0,0,51199,15,6.932893496890216
11002,604895H,2018-07-05 21:00:00,50268,2.0,0.15689766538569297,3,50267,14,0.9628705102611911
11003,604899H,2018-07-05 19:00:00,50338,1.0,0.155,4,50338,14,2.0237421752469445e-05
11005,604749H,2018-07-05 14:00:00,51199,1.0,-1.0,0,51199,14,1.1081346769222955
11006,606102,2018-07-05 14:00:00,50692,2.0,-1.0,0,50692,14,1.4523286499555854
11008,604728H,2018-07-05 14:00:00,51198,2.0,-1.0,0,51198,14,-10.35617351711414
10967,V009198,2018-07-05 22:00:00,50911,1.0,-1.0,0,50911,16,-3.043805672053335
11095,518622,2018-07-05 22:00:00,50338,1.0,0.06999999999999999,2,50675,8,1.1032658566903524
10891,605079H,2018-07-05 10:00:00,50692,1.0,-1.0,0,50692,7,-5.3510980534577675
10895,605931,2018-07-05 06:00:00,50349,2.0,-1.0,0,50349,6,6.244669230839539
10819,604761H,2018-07-05 21:00:00,50349,1.0,-1.0,0,50349,13,-4.525122631043143
10815,604796H,2018-07-05 13:00:00,50267,1.0,-1.0,0,50267,13,-8.200314623310758
10808,605073H,2018-07-05 22:00:00,50911,2.0,-1.0,0,50911,13,-9.624243148325121
10804,607855,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,14,28.929777338450947
10795,604804H,2018-07-05 14:00:00,50230,1.0,-1.0,0,50230,14,-0.738671255572769
10789,604727H,2018-07-05 15:00:00,50261,1.0,-1.0,0,50261,15,-2.044646238677986
10787,607613,2018-07-05 16:00:00,50692,1.0,-1.0,0,50692,15,-5.004850532351672
10773,604903H,2018-07-05 19:00:00,50266,1.0,-1.0,0,50266,16,-16.736302317158007
10765,604726H,2018-07-05 16:00:00,51199,1.0,-1.0,0,51199,16,-10.399340245335324
10762,603680,2018-07-05 22:00:00,50349,2.0,-1.0,0,50349,16,-7.655724297423467
10753,604895H,2018-07-05 20:00:00,50338,1.0,0.13,0,50263,18,0.004632929436920932
10744,603522H,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,19,-0.040857154000106755
10738,520263,2018-07-05 19:00:00,50909,3.0,-1.0,0,50909,19,-9.698066979215128
10733,605235,2018-07-05 23:00:00,51087,1.0,-1.0,0,51087,20,-14.34936959682287
10732,604734H,2018-07-05 20:00:00,50268,3.0,-1.0,0,50268,20,-0.23713253214187377
10729,601535,2018-07-05 22:00:00,50692,1.0,-1.0,0,50692,21,-5.004850532351672
10724,601897,2018-07-05 00:00:00,50349,3.0,-1.0,0,50349,21,-1.4800259333230557
10723,607289,2018-07-05 21:00:00,50269,1.0,-1.0,0,50269,21,19.64759554191012
10722,604773H,2018-07-05 21:00:00,50841,2.0,-1.0,0,50841,21,-0.9791546588451744
10721,518009,2018-07-05 23:00:00,50911,1.0,-1.0,0,50911,21,-0.3426634043253858
10719,604832H,2018-07-05 21:00:00,50267,1.0,-1.0,0,50267,21,-8.200314623310758
10717,518009,2018-07-05 07:00:00,50267,1.0,0.22774091448306666,8,50911,21,-0.3426634043253858
10897,605931,2018-07-05 04:00:00,50268,1.0,0.05,0,50349,5,2.081556410279846
10821,604749H,2018-07-05 13:00:00,51200,1.0,-1.0,0,51200,13,-4.47283451412272
10823,604900H,2018-07-05 13:00:00,50266,1.0,-1.0,0,50266,13,-2.958380684537855
10774,601555,2018-07-05 16:00:00,50909,2.0,-1.0,0,50909,16,-1.2807885266491255
10829,604771H,2018-07-05 13:00:00,50240,1.0,-1.0,0,50240,12,-0.00534007608657515
10892,604899H,2018-07-05 07:00:00,50338,2.0,-1.0,0,50338,7,6.86887265337195e-05
10890,518475,2018-07-05 07:00:00,50911,2.0,-1.0,0,50911,7,-0.9416501562124427
10825,604904H,2018-07-05 23:00:00,50268,1.0,0.03968911951094892,1,51199,13,1.4596088400497211
10877,606850,2018-07-05 00:00:00,50349,3.0,-1.0,0,50349,9,0.13444680024931693
10875,604804H,2018-07-05 12:00:00,50230,1.0,-1.0,0,50230,9,-0.9848950074303587
10873,604726H,2018-07-05 09:00:00,51199,1.0,-1.0,0,51199,9,-6.932893496890216
10871,604727H,2018-07-05 09:00:00,50261,1.0,-1.0,0,50261,9,-2.726194984903981
10866,604749H,2018-07-05 15:00:00,51199,3.0,-1.0,0,51199,10,-4.47283451412272
10865,604749H,2018-07-05 17:00:00,51199,1.0,-1.0,0,51199,10,-4.47283451412272
10864,600963,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,10,14.651061971013846
10861,604897H,2018-07-05 10:00:00,51200,1.0,-1.0,0,51200,10,-4.62192899792681
10859,604899H,2018-07-05 10:00:00,50338,1.0,-1.0,0,50338,10,2.394302442371993
10878,518475,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,9,-0.9416501562124427
10849,605079H,2018-07-05 11:00:00,50692,1.0,-1.0,0,50692,11,-3.21065883207466
10857,518475,2018-07-05 13:00:00,51087,1.0,0.20520581982468603,0,50911,10,-0.0006679288452230656
10830,604903H,2018-07-05 22:00:00,50266,2.0,-1.0,0,50266,12,-16.736302317158007
10835,604804H,2018-07-05 13:00:00,50230,1.0,-1.0,0,50230,12,-1.477342511145538
10838,604773H,2018-07-05 12:00:00,50841,2.0,-1.0,0,50841,12,-0.9791546588451744
10841,604730H,2018-07-05 16:00:00,50263,1.0,-1.0,0,50263,12,-15.61099281422261
10832,605432,2018-07-05 00:00:00,50692,3.0,-1.0,0,50692,12,3.2502926421975196
10845,607289,2018-07-05 11:00:00,50269,3.0,-1.0,0,50269,11,7.120355460980368
10847,607856,2018-07-05 11:00:00,50911,1.0,-1.0,0,50911,11,1.887102393606755
10848,604738H,2018-07-05 11:00:00,50268,2.0,-1.0,0,50268,11,2.8442532702475134
10844,603902,2018-07-05 18:00:00,50269,3.0,-1.0,0,50269,11,-12.00031819964222
